# Y/D U V W
-4.0000 6.7070 0.4101 -0.1102
-3.9213 6.7982 0.4064 -0.1100
-3.8425 6.8596 0.4175 -0.1076
-3.7638 6.9163 0.4365 -0.1068
-3.6850 6.9764 0.4518 -0.1027
-3.6063 7.0134 0.4623 -0.0763
-3.5276 6.9965 0.4669 -0.0407
-3.4488 6.9373 0.4673 -0.0201
-3.3701 6.8679 0.4692 -0.0264
-3.2913 6.8043 0.4728 -0.0383
-3.2126 6.7638 0.4748 -0.0506
-3.1339 6.7410 0.4711 -0.0658
-3.0551 6.7310 0.4578 -0.0700
-2.9764 6.7423 0.4426 -0.0672
-2.8976 6.7565 0.4442 -0.0716
-2.8189 6.7599 0.4648 -0.0727
-2.7402 6.7653 0.4903 -0.0741
-2.6614 6.7593 0.5064 -0.0706
-2.5827 6.7476 0.5088 -0.0515
-2.5039 6.7357 0.4978 -0.0143
-2.4252 6.7081 0.4804 0.0113
-2.3465 6.6736 0.4714 0.0066
-2.2677 6.6408 0.4760 0.0044
-2.1890 6.6139 0.4889 0.0262
-2.1102 6.5915 0.4979 0.0349
-2.0315 6.5577 0.4997 0.0264
-1.9528 6.5242 0.4985 0.0009
-1.8740 6.5275 0.4966 -0.0447
-1.7953 6.5714 0.5001 -0.0728
-1.7165 6.6017 0.5033 -0.0565
-1.6378 6.5684 0.5021 -0.0202
-1.5591 6.5231 0.5094 0.0230
-1.4803 6.4998 0.5253 0.0526
-1.4016 6.4957 0.5415 0.0547
-1.3228 6.5118 0.5580 0.0351
-1.2441 6.5346 0.5735 0.0061
-1.1654 6.5621 0.5863 -0.0106
-1.0866 6.5780 0.5997 -0.0037
-1.0079 6.5533 0.6039 0.0022
-0.9291 6.5176 0.5828 0.0043
-0.8504 6.5098 0.5492 0.0011
-0.7717 6.5302 0.5274 -0.0159
-0.6929 6.5505 0.5230 -0.0244
-0.6142 6.5501 0.5337 -0.0053
-0.5354 6.5301 0.5545 0.0126
-0.4567 6.4872 0.5775 0.0086
-0.3780 6.4335 0.5988 -0.0145
-0.2992 6.4018 0.6058 -0.0324
-0.2205 6.3658 0.5945 -0.0221
-0.1417 6.3292 0.5836 0.0042
-0.0630 6.3134 0.5868 0.0321
0.0157 6.3271 0.5915 0.0392
0.0945 6.3221 0.5743 0.0345
0.1732 6.3099 0.5383 0.0418
0.2520 6.3108 0.5047 0.0395
0.3307 6.2784 0.4840 0.0328
0.4094 6.2404 0.4836 0.0368
0.4882 6.2317 0.4947 0.0505
0.5669 6.2423 0.4981 0.0472
0.6457 6.2435 0.4927 0.0143
0.7244 6.2242 0.4848 -0.0088
0.8031 6.2176 0.4823 -0.0164
0.8819 6.2215 0.4894 -0.0244
0.9606 6.2397 0.5036 -0.0353
1.0394 6.2762 0.5281 -0.0564
1.1181 6.3157 0.5543 -0.0866
1.1969 6.3321 0.5600 -0.0969
1.2756 6.3120 0.5475 -0.0797
1.3543 6.2668 0.5321 -0.0569
1.4331 6.1999 0.5178 -0.0210
1.5118 6.1231 0.5019 0.0330
1.5906 6.0225 0.4801 0.0834
1.6693 5.9108 0.4603 0.1289
1.7480 5.8175 0.4499 0.1698
1.8268 5.7376 0.4463 0.1731
1.9055 5.7019 0.4508 0.1188
1.9843 5.7191 0.4629 0.0686
2.0630 5.7605 0.4774 0.0589
2.1417 5.7926 0.4836 0.0638
2.2205 5.7965 0.4768 0.0560
2.2992 5.7789 0.4652 0.0315
2.3780 5.7635 0.4563 0.0107
2.4567 5.7404 0.4467 -0.0041
2.5354 5.7113 0.4343 -0.0059
2.6142 5.6943 0.4289 0.0222
2.6929 5.6644 0.4336 0.0515
2.7717 5.6238 0.4413 0.0597
2.8504 5.5588 0.4448 0.0708
2.9291 5.4453 0.4404 0.0973
3.0079 5.3631 0.4323 0.1299
3.0866 5.3499 0.4286 0.1406
3.1654 5.3742 0.4279 0.1087
3.2441 5.3751 0.4287 0.0669
3.3228 5.3700 0.4344 0.0397
3.4016 5.3722 0.4360 0.0255
3.4803 5.3958 0.4249 0.0376
3.5591 5.4539 0.4070 0.0553
3.6378 5.4869 0.3987 0.0585
3.7165 5.4901 0.4073 0.0498
3.7953 5.4693 0.4168 0.0371
3.8740 5.4460 0.4094 0.0222
3.9528 5.4290 0.3911 0.0130
