# Y/D TKE
-4.0000 0.3481
-3.9213 0.3383
-3.8425 0.3263
-3.7638 0.3266
-3.6850 0.3237
-3.6063 0.2990
-3.5276 0.2785
-3.4488 0.2760
-3.3701 0.2752
-3.2913 0.2711
-3.2126 0.2712
-3.1339 0.2593
-3.0551 0.2436
-2.9764 0.2394
-2.8976 0.2481
-2.8189 0.2533
-2.7402 0.2470
-2.6614 0.2513
-2.5827 0.2890
-2.5039 0.3128
-2.4252 0.3170
-2.3465 0.3160
-2.2677 0.3155
-2.1890 0.3272
-2.1102 0.3530
-2.0315 0.3538
-1.9528 0.3445
-1.8740 0.3409
-1.7953 0.3334
-1.7165 0.3365
-1.6378 0.3274
-1.5591 0.3047
-1.4803 0.2973
-1.4016 0.2873
-1.3228 0.2608
-1.2441 0.2437
-1.1654 0.2533
-1.0866 0.2776
-1.0079 0.2934
-0.9291 0.3052
-0.8504 0.3114
-0.7717 0.2861
-0.6929 0.2789
-0.6142 0.2774
-0.5354 0.2766
-0.4567 0.2756
-0.3780 0.2698
-0.2992 0.2690
-0.2205 0.2542
-0.1417 0.2405
-0.0630 0.2452
0.0157 0.2669
0.0945 0.2775
0.1732 0.2598
0.2520 0.2565
0.3307 0.2780
0.4094 0.2926
0.4882 0.3085
0.5669 0.3163
0.6457 0.3074
0.7244 0.3060
0.8031 0.2903
0.8819 0.2646
0.9606 0.2407
1.0394 0.2357
1.1181 0.2463
1.1969 0.2479
1.2756 0.2405
1.3543 0.2363
1.4331 0.2371
1.5118 0.2385
1.5906 0.2446
1.6693 0.2507
1.7480 0.2600
1.8268 0.2677
1.9055 0.2681
1.9843 0.2663
2.0630 0.2710
2.1417 0.2787
2.2205 0.2730
2.2992 0.2504
2.3780 0.2452
2.4567 0.2403
2.5354 0.2183
2.6142 0.1984
2.6929 0.2049
2.7717 0.2303
2.8504 0.2488
2.9291 0.2621
3.0079 0.2561
3.0866 0.2529
3.1654 0.2605
3.2441 0.2554
3.3228 0.2634
3.4016 0.2670
3.4803 0.2549
3.5591 0.2295
3.6378 0.2097
3.7165 0.2055
3.7953 0.2078
3.8740 0.2144
3.9528 0.2309
