# Y/D TKE
-4.0000 0.3883
-3.9213 0.3549
-3.8425 0.3231
-3.7638 0.3174
-3.6850 0.3471
-3.6063 0.3524
-3.5276 0.3237
-3.4488 0.3018
-3.3701 0.2962
-3.2913 0.3106
-3.2126 0.3211
-3.1339 0.3032
-3.0551 0.2732
-2.9764 0.2652
-2.8976 0.2715
-2.8189 0.2710
-2.7402 0.2677
-2.6614 0.2576
-2.5827 0.2731
-2.5039 0.3103
-2.4252 0.3207
-2.3465 0.3161
-2.2677 0.3178
-2.1890 0.3132
-2.1102 0.3142
-2.0315 0.3274
-1.9528 0.3288
-1.8740 0.3336
-1.7953 0.3400
-1.7165 0.3479
-1.6378 0.3560
-1.5591 0.3491
-1.4803 0.3215
-1.4016 0.3027
-1.3228 0.2847
-1.2441 0.2647
-1.1654 0.2539
-1.0866 0.2672
-1.0079 0.2793
-0.9291 0.2834
-0.8504 0.2895
-0.7717 0.2946
-0.6929 0.2884
-0.6142 0.2913
-0.5354 0.3006
-0.4567 0.2922
-0.3780 0.2828
-0.2992 0.2970
-0.2205 0.2996
-0.1417 0.2724
-0.0630 0.2566
0.0157 0.2531
0.0945 0.2514
0.1732 0.2458
0.2520 0.2479
0.3307 0.2566
0.4094 0.2647
0.4882 0.2660
0.5669 0.2713
0.6457 0.2791
0.7244 0.2863
0.8031 0.2909
0.8819 0.2788
0.9606 0.2570
1.0394 0.2409
1.1181 0.2431
1.1969 0.2430
1.2756 0.2351
1.3543 0.2383
1.4331 0.2467
1.5118 0.2468
1.5906 0.2449
1.6693 0.2542
1.7480 0.2581
1.8268 0.2580
1.9055 0.2688
1.9843 0.2718
2.0630 0.2663
2.1417 0.2604
2.2205 0.2567
2.2992 0.2466
2.3780 0.2309
2.4567 0.2178
2.5354 0.2093
2.6142 0.2088
2.6929 0.2145
2.7717 0.2240
2.8504 0.2300
2.9291 0.2444
3.0079 0.2485
3.0866 0.2400
3.1654 0.2485
3.2441 0.2597
3.3228 0.2578
3.4016 0.2622
3.4803 0.2521
3.5591 0.2480
3.6378 0.2357
3.7165 0.2308
3.7953 0.2202
3.8740 0.2118
3.9528 0.2241
