# Y/D TKE
-4.0000 0.2788
-3.9213 0.3015
-3.8425 0.3281
-3.7638 0.3459
-3.6850 0.3597
-3.6063 0.3399
-3.5276 0.3046
-3.4488 0.2803
-3.3701 0.2596
-3.2913 0.2576
-3.2126 0.2712
-3.1339 0.2881
-3.0551 0.3065
-2.9764 0.3171
-2.8976 0.3025
-2.8189 0.2802
-2.7402 0.2694
-2.6614 0.2495
-2.5827 0.2253
-2.5039 0.2165
-2.4252 0.2381
-2.3465 0.2844
-2.2677 0.3288
-2.1890 0.3618
-2.1102 0.3636
-2.0315 0.3568
-1.9528 0.3463
-1.8740 0.3339
-1.7953 0.3189
-1.7165 0.3227
-1.6378 0.3271
-1.5591 0.3072
-1.4803 0.3016
-1.4016 0.3280
-1.3228 0.3596
-1.2441 0.3660
-1.1654 0.3456
-1.0866 0.3031
-1.0079 0.2710
-0.9291 0.2594
-0.8504 0.2618
-0.7717 0.2747
-0.6929 0.2768
-0.6142 0.2521
-0.5354 0.2219
-0.4567 0.2196
-0.3780 0.2337
-0.2992 0.2513
-0.2205 0.2635
-0.1417 0.2677
-0.0630 0.2685
0.0157 0.2600
0.0945 0.2552
0.1732 0.2529
0.2520 0.2485
0.3307 0.2344
0.4094 0.2289
0.4882 0.2503
0.5669 0.2679
0.6457 0.2663
0.7244 0.2695
0.8031 0.2783
0.8819 0.2756
0.9606 0.2528
1.0394 0.2260
1.1181 0.2117
1.1969 0.2006
1.2756 0.1897
1.3543 0.1867
1.4331 0.1942
1.5118 0.1878
1.5906 0.1909
1.6693 0.2028
1.7480 0.1813
1.8268 0.1622
1.9055 0.1618
1.9843 0.1702
2.0630 0.1792
2.1417 0.1882
2.2205 0.1968
2.2992 0.1912
2.3780 0.1845
2.4567 0.1975
2.5354 0.2147
2.6142 0.2042
2.6929 0.1855
2.7717 0.1978
2.8504 0.2178
2.9291 0.2308
3.0079 0.2255
3.0866 0.2035
3.1654 0.1962
3.2441 0.2065
3.3228 0.2125
3.4016 0.2051
3.4803 0.2042
3.5591 0.2211
3.6378 0.2380
3.7165 0.2439
3.7953 0.2256
3.8740 0.2077
3.9528 0.2100
