# Y/D TKE
-4.0000 0.4390
-3.9213 0.4250
-3.8425 0.3948
-3.7638 0.3536
-3.6850 0.3126
-3.6063 0.2863
-3.5276 0.2921
-3.4488 0.3341
-3.3701 0.3672
-3.2913 0.3625
-3.2126 0.3535
-3.1339 0.3493
-3.0551 0.3378
-2.9764 0.3313
-2.8976 0.3179
-2.8189 0.2921
-2.7402 0.2640
-2.6614 0.2452
-2.5827 0.2315
-2.5039 0.2320
-2.4252 0.2564
-2.3465 0.2813
-2.2677 0.2786
-2.1890 0.2747
-2.1102 0.2848
-2.0315 0.3125
-1.9528 0.3290
-1.8740 0.3318
-1.7953 0.3305
-1.7165 0.3235
-1.6378 0.3214
-1.5591 0.3410
-1.4803 0.3501
-1.4016 0.3294
-1.3228 0.3161
-1.2441 0.3325
-1.1654 0.3349
-1.0866 0.3152
-1.0079 0.2944
-0.9291 0.2933
-0.8504 0.2781
-0.7717 0.2616
-0.6929 0.2742
-0.6142 0.2977
-0.5354 0.2970
-0.4567 0.2810
-0.3780 0.2723
-0.2992 0.2933
-0.2205 0.3241
-0.1417 0.3430
-0.0630 0.3352
0.0157 0.3020
0.0945 0.2776
0.1732 0.2580
0.2520 0.2527
0.3307 0.2492
0.4094 0.2356
0.4882 0.2185
0.5669 0.2056
0.6457 0.2109
0.7244 0.2261
0.8031 0.2489
0.8819 0.2621
0.9606 0.2510
1.0394 0.2430
1.1181 0.2222
1.1969 0.2106
1.2756 0.2129
1.3543 0.2211
1.4331 0.2215
1.5118 0.2131
1.5906 0.2064
1.6693 0.2032
1.7480 0.2148
1.8268 0.2451
1.9055 0.2723
1.9843 0.2953
2.0630 0.3037
2.1417 0.2916
2.2205 0.2782
2.2992 0.2783
2.3780 0.2801
2.4567 0.2670
2.5354 0.2506
2.6142 0.2375
2.6929 0.2186
2.7717 0.2069
2.8504 0.2034
2.9291 0.2006
3.0079 0.2210
3.0866 0.2365
3.1654 0.2400
3.2441 0.2409
3.3228 0.2379
3.4016 0.2403
3.4803 0.2640
3.5591 0.2688
3.6378 0.2416
3.7165 0.2108
3.7953 0.2080
3.8740 0.2268
3.9528 0.2532
