# Y/D TKE
-4.0000 0.3428
-3.9213 0.3452
-3.8425 0.3509
-3.7638 0.3610
-3.6850 0.3695
-3.6063 0.3702
-3.5276 0.3673
-3.4488 0.3599
-3.3701 0.3321
-3.2913 0.3214
-3.2126 0.3218
-3.1339 0.3062
-3.0551 0.2918
-2.9764 0.2807
-2.8976 0.2801
-2.8189 0.2805
-2.7402 0.2604
-2.6614 0.2385
-2.5827 0.2404
-2.5039 0.2613
-2.4252 0.3091
-2.3465 0.3797
-2.2677 0.4113
-2.1890 0.3687
-2.1102 0.3303
-2.0315 0.3090
-1.9528 0.3034
-1.8740 0.3274
-1.7953 0.3466
-1.7165 0.3271
-1.6378 0.3195
-1.5591 0.3454
-1.4803 0.3816
-1.4016 0.4124
-1.3228 0.4162
-1.2441 0.3521
-1.1654 0.2845
-1.0866 0.2554
-1.0079 0.2580
-0.9291 0.2739
-0.8504 0.2720
-0.7717 0.2520
-0.6929 0.2362
-0.6142 0.2301
-0.5354 0.2410
-0.4567 0.2653
-0.3780 0.2728
-0.2992 0.2761
-0.2205 0.2793
-0.1417 0.2635
-0.0630 0.2476
0.0157 0.2415
0.0945 0.2479
0.1732 0.2560
0.2520 0.2655
0.3307 0.3060
0.4094 0.3531
0.4882 0.3499
0.5669 0.3082
0.6457 0.2813
0.7244 0.2657
0.8031 0.2395
0.8819 0.2107
0.9606 0.1998
1.0394 0.1979
1.1181 0.1923
1.1969 0.1797
1.2756 0.1740
1.3543 0.1744
1.4331 0.1924
1.5118 0.1910
1.5906 0.1706
1.6693 0.1725
1.7480 0.1829
1.8268 0.1885
1.9055 0.1979
1.9843 0.2049
2.0630 0.2108
2.1417 0.2192
2.2205 0.2150
2.2992 0.2195
2.3780 0.2379
2.4567 0.2328
2.5354 0.2064
2.6142 0.1875
2.6929 0.1938
2.7717 0.2120
2.8504 0.2182
2.9291 0.2237
3.0079 0.2306
3.0866 0.2411
3.1654 0.2438
3.2441 0.2354
3.3228 0.2347
3.4016 0.2412
3.4803 0.2289
3.5591 0.2122
3.6378 0.2165
3.7165 0.2338
3.7953 0.2411
3.8740 0.2364
3.9528 0.2281
