# Y/D TKEres TKEsgs TKEtot
-4.000000000000000000e+00 2.100802552019220837e-01 1.500440250351233254e-02 2.250846577054344266e-01
-3.950000000000000622e+00 2.113848404445736739e-01 1.505775367090717715e-02 2.264425941154808442e-01
-3.900000000000001243e+00 2.194303022106915413e-01 1.515587790531198152e-02 2.345861801160035176e-01
-3.849999999999998757e+00 2.062172004051082141e-01 1.534577099128090795e-02 2.215629713963891134e-01
-3.799999999999999378e+00 2.072566211038087414e-01 1.536974569351435768e-02 2.226263667973230886e-01
-3.750000000000000000e+00 2.147037722510704016e-01 1.511315698910718416e-02 2.298169292401775754e-01
-3.700000000000000622e+00 2.060561232357352446e-01 1.493783336129417792e-02 2.209939565970294173e-01
-3.650000000000001243e+00 2.040876551384853688e-01 1.482664090445877554e-02 2.189142960429441565e-01
-3.599999999999998757e+00 2.001269848300492871e-01 1.486485877468121837e-02 2.149918436047305037e-01
-3.549999999999999378e+00 1.978621570584545020e-01 1.477035544100895742e-02 2.126325124994634663e-01
-3.500000000000000000e+00 2.025332555282858549e-01 1.461885215476553361e-02 2.171521076830513763e-01
-3.450000000000000622e+00 1.909644433699769772e-01 1.462364069771675788e-02 2.055880840676937438e-01
-3.400000000000001243e+00 1.855354378855221253e-01 1.444973404313251719e-02 1.999851719286546425e-01
-3.349999999999998757e+00 1.879974616350056360e-01 1.409992430347426981e-02 2.020973859384798954e-01
-3.299999999999999378e+00 1.857499129814885186e-01 1.375926908385175992e-02 1.995091820653402681e-01
-3.250000000000000000e+00 1.952935026502397309e-01 1.350451660463698744e-02 2.087980192548767322e-01
-3.200000000000000622e+00 2.079365201126678886e-01 1.340502568481938793e-02 2.213415457974872713e-01
-3.150000000000001243e+00 2.120198031053668331e-01 1.327476358585801160e-02 2.252945666912248568e-01
-3.099999999999998757e+00 2.217690623353777424e-01 1.313020324477540308e-02 2.348992655801531437e-01
-3.049999999999999378e+00 2.180907989452305906e-01 1.296390738374271837e-02 2.310547063289733194e-01
-3.000000000000000000e+00 2.096231933678761594e-01 1.253915317893686786e-02 2.221623465468130221e-01
-2.950000000000000622e+00 2.034063687211358218e-01 1.199903483527333878e-02 2.154054035564091640e-01
-2.900000000000001243e+00 1.773804264860561752e-01 1.208429028776561269e-02 1.894647167738217897e-01
-2.849999999999998757e+00 1.592683419979924186e-01 1.220025973742815475e-02 1.714686017354205838e-01
-2.799999999999999378e+00 1.494599825819590833e-01 1.234946072501263807e-02 1.618094433069717231e-01
-2.750000000000000000e+00 1.421932220389464374e-01 1.216458898764959454e-02 1.543578110265960424e-01
-2.700000000000000622e+00 1.447176088325072274e-01 1.200370936057575978e-02 1.567213181930829924e-01
-2.650000000000001243e+00 1.448612540390317172e-01 1.196193471435562893e-02 1.568231887533873548e-01
-2.599999999999998757e+00 1.428829398388225536e-01 1.202919957857553901e-02 1.549121394173980926e-01
-2.549999999999999378e+00 1.521087527045238419e-01 1.217899914420007661e-02 1.642877518487239064e-01
-2.500000000000000000e+00 1.555481931639044191e-01 1.254278561071469483e-02 1.680909787746191209e-01
-2.450000000000000622e+00 1.551676128450222847e-01 1.269402024580297550e-02 1.678616330908252463e-01
-2.400000000000001243e+00 1.597255285982053796e-01 1.270037463510126363e-02 1.724259032333066433e-01
