# Y/D TKEres TKEsgs TKEtot
-4.000000000000000000e+00 2.482633950953475055e-01 1.028383858285416425e-02 2.585472336782016489e-01
-3.950000000000000622e+00 2.548309016140206107e-01 1.019370289054394134e-02 2.650246045045645538e-01
-3.900000000000001243e+00 2.665622365587898002e-01 9.960839672671265022e-03 2.765230762314610513e-01
-3.849999999999998757e+00 2.794375994534984975e-01 9.877828755843288955e-03 2.893154282093418073e-01
-3.799999999999999378e+00 2.907097582291719440e-01 1.035047247116883083e-02 3.010602307003407696e-01
-3.750000000000000000e+00 3.027549224917112092e-01 1.140448418944817015e-02 3.141594066811593811e-01
-3.700000000000000622e+00 3.380983815434598361e-01 1.145100257731854199e-02 3.495493841207784058e-01
-3.650000000000001243e+00 3.667957027703798722e-01 1.142015430679560808e-02 3.782158570771754769e-01
-3.599999999999998757e+00 3.768814854846630480e-01 1.171040327630054265e-02 3.885918887609635664e-01
-3.549999999999999378e+00 3.657697805630550358e-01 1.182958679908673733e-02 3.775993673621417801e-01
-3.500000000000000000e+00 3.481308087904612658e-01 1.167226835407778919e-02 3.598030771445390741e-01
-3.450000000000000622e+00 3.158372715419965338e-01 1.093217124314394342e-02 3.267694427851404737e-01
-3.400000000000001243e+00 2.902968893724658384e-01 1.022373473450578600e-02 3.005206241069716122e-01
-3.349999999999998757e+00 2.731478036728171022e-01 1.001115430619188215e-02 2.831589579790089739e-01
-3.299999999999999378e+00 2.624709650595558053e-01 9.940194270565083645e-03 2.724111593301208889e-01
-3.250000000000000000e+00 2.682525086028393901e-01 9.663712547425500413e-03 2.779162211502648749e-01
-3.200000000000000622e+00 2.685321809190870379e-01 9.372060428749820135e-03 2.779042413478368667e-01
-3.150000000000001243e+00 2.537516653082595441e-01 9.102603948916231091e-03 2.628542692571757544e-01
-3.099999999999998757e+00 2.394214782171038558e-01 8.751584482164731504e-03 2.481730626992685873e-01
-3.049999999999999378e+00 2.322869647994949271e-01 8.418184182727193182e-03 2.407051489822221169e-01
-3.000000000000000000e+00 2.237290258636517593e-01 8.246978467160308995e-03 2.319760043308120578e-01
-2.950000000000000622e+00 2.209129604751975950e-01 8.327665781718259289e-03 2.292406262569158526e-01
-2.900000000000001243e+00 2.205970460646936582e-01 8.637406716456368441e-03 2.292344527811500388e-01
-2.849999999999998757e+00 2.179126188071084658e-01 8.807252711872836509e-03 2.267198715189812919e-01
-2.799999999999999378e+00 2.154993572932822898e-01 8.872203439743630779e-03 2.243715607330259154e-01
-2.750000000000000000e+00 2.206854585366358479e-01 8.894539974050819087e-03 2.295799985106866670e-01
-2.700000000000000622e+00 2.259103622282286616e-01 9.457875811831877033e-03 2.353682380400605456e-01
-2.650000000000001243e+00 2.349790235662498339e-01 7.137023303834242639e-03 2.421160468700840895e-01
