# Y/D TKEres TKEsgs TKEtot
-4.000000000000000000e+00 2.737824102560055262e-01 1.080144882765049497e-02 2.845838590836560211e-01
-3.950000000000000622e+00 2.618052330802276284e-01 1.060264360878114889e-02 2.724078766890087877e-01
-3.900000000000001243e+00 2.531247095194524288e-01 1.033099794052676386e-02 2.634557074599792048e-01
-3.849999999999998757e+00 2.533740480255317618e-01 1.019235945097550326e-02 2.635664074765072806e-01
-3.799999999999999378e+00 2.650378196663766839e-01 1.023895992420403162e-02 2.752767795905807224e-01
-3.750000000000000000e+00 2.776444374930214787e-01 1.067388065960562203e-02 2.883183181526270955e-01
-3.700000000000000622e+00 2.902941302153320136e-01 1.163635810278132281e-02 3.019304883181133103e-01
-3.650000000000001243e+00 3.078416410610666509e-01 1.265938832105907748e-02 3.205010293821257128e-01
-3.599999999999998757e+00 3.233415484256478845e-01 1.237318230279974875e-02 3.357147307284476523e-01
-3.549999999999999378e+00 3.396673906857184955e-01 1.177871272361106711e-02 3.514461034093295799e-01
-3.500000000000000000e+00 3.605662197271130021e-01 1.164028174021810788e-02 3.722065014673310857e-01
-3.450000000000000622e+00 3.657159997151935293e-01 1.215407087813897939e-02 3.778700705933324966e-01
-3.400000000000001243e+00 3.493356080967776056e-01 1.253394689126330168e-02 3.618695549880409090e-01
-3.349999999999998757e+00 3.353946549034860780e-01 1.219822167566297390e-02 3.475928765791490571e-01
-3.299999999999999378e+00 3.259525368891171837e-01 1.188408953548900256e-02 3.378366264246062123e-01
-3.250000000000000000e+00 3.132810163340040144e-01 1.149985176434536842e-02 3.247808680983493845e-01
-3.200000000000000622e+00 2.902450423143730918e-01 1.115685048957162744e-02 3.014018928039446932e-01
-3.150000000000001243e+00 2.627377163339442712e-01 1.124273441358043454e-02 2.739804507475246953e-01
-3.099999999999998757e+00 2.513568103218232208e-01 1.132929033801060442e-02 2.626861006598338322e-01
-3.049999999999999378e+00 2.600586553079680674e-01 1.107958545406751566e-02 2.711382407620355761e-01
-3.000000000000000000e+00 2.672323395907876264e-01 1.073596576965117795e-02 2.779683053604388165e-01
-2.950000000000000622e+00 2.648113328882232276e-01 1.043292026080839055e-02 2.752442531490316147e-01
-2.900000000000001243e+00 2.561743506207651566e-01 1.014850943771251034e-02 2.663228600584776617e-01
-2.849999999999998757e+00 2.368525876386667617e-01 1.012070843011702095e-02 2.469732960687837930e-01
-2.799999999999999378e+00 2.193029955163988132e-01 1.003370677192818791e-02 2.293367022883270046e-01
-2.750000000000000000e+00 2.189455994116941695e-01 9.995232172863069073e-03 2.289408315845572472e-01
-2.700000000000000622e+00 2.262123289793819825e-01 1.042950931464829006e-02 2.366418382940302656e-01
-2.650000000000001243e+00 2.405851404564006424e-01 8.064477079324346154e-03 2.486496175357249816e-01
-2.599999999999998757e+00 2.559947719416673095e-01 7.270668261335463782e-03 2.632654402030027985e-01
-2.549999999999999378e+00 2.764538288541751321e-01 7.025423050184728159e-03 2.834792519043598524e-01
-2.500000000000000000e+00 2.824276245061564938e-01 6.739337831507550940e-03 2.891669623376640352e-01
-2.450000000000000622e+00 2.830099934362060310e-01 6.575768367967527173e-03 2.895857618041735582e-01
-2.400000000000001243e+00 2.908396439553161961e-01 6.280201114012958809e-03 2.971198450693291471e-01
-2.349999999999998757e+00 2.982999458037551288e-01 6.181224797739169781e-03 3.044811706014943220e-01
-2.299999999999999378e+00 2.837137367938369348e-01 6.197210780541526250e-03 2.899109475743784636e-01
-2.250000000000000000e+00 2.783199154863337799e-01 5.988423189840158881e-03 2.843083386761739439e-01
-2.200000000000000622e+00 2.836068490002627285e-01 5.946953038034804954e-03 2.895538020382975586e-01
-2.150000000000001243e+00 2.924629277113822146e-01 6.372153114213428837e-03 2.988350808255956226e-01
-2.099999999999998757e+00 2.795967104235709821e-01 6.558099523548627588e-03 2.861548099471196149e-01
-2.049999999999999378e+00 2.520544952238680247e-01 6.644980096202044578e-03 2.586994753200700936e-01
-2.000000000000000000e+00 2.431166290037594102e-01 6.685954030332169964e-03 2.498025830340915854e-01
-1.950000000000000622e+00 2.415982587624242450e-01 7.025946949585829167e-03 2.486242057120100768e-01
-1.900000000000001465e+00 2.478507080534926854e-01 7.141879926009472510e-03 2.549925879795021388e-01
-1.849999999999998535e+00 2.355710173792809059e-01 7.193928551475442176e-03 2.427649459307563429e-01
-1.799999999999999378e+00 2.565490011179706875e-01 7.136791453766749838e-03 2.636857925717374096e-01
-1.750000000000000000e+00 2.779045353615005598e-01 7.029001425554608912e-03 2.849335367870551861e-01
-1.700000000000000622e+00 2.948723558550586099e-01 6.631952477952490939e-03 3.015043083330111173e-01
-1.650000000000001465e+00 3.011649695734837651e-01 6.485899156487756612e-03 3.076508687299714939e-01
-1.599999999999998535e+00 3.105601522947510351e-01 6.322439978040530519e-03 3.168825922727915856e-01
-1.549999999999999378e+00 3.013826412900503793e-01 5.514018395717116931e-03 3.068966596857675144e-01
-1.500000000000000000e+00 2.973725293890426835e-01 5.505008876678277319e-03 3.028775382657209470e-01
-1.450000000000000622e+00 3.083051535954975941e-01 5.764529284763515726e-03 3.140696828802611029e-01
-1.400000000000001465e+00 3.226286132184890132e-01 5.836417525664282062e-03 3.284650307441532857e-01
-1.349999999999998535e+00 3.095937913625633198e-01 5.796074127640230000e-03 3.153898654902035359e-01
-1.299999999999999378e+00 2.890558659919331141e-01 5.453997235216372780e-03 2.945098632271495043e-01
-1.250000000000000000e+00 2.862754402020820654e-01 5.131144251507105750e-03 2.914065844535891903e-01
-1.200000000000000622e+00 2.793387632980443569e-01 4.948419205522361190e-03 2.842871825035667155e-01
-1.150000000000001465e+00 2.728549359040235434e-01 4.999669553122314432e-03 2.778546054571458535e-01
-1.099999999999998535e+00 2.660120723722056990e-01 5.279470396644272631e-03 2.712915427688499803e-01
-1.049999999999999378e+00 2.624168536229142257e-01 5.454125491421146603e-03 2.678709791143353836e-01
-1.000000000000000000e+00 2.670347186769702619e-01 5.269805956039004709e-03 2.723045246330092484e-01
-9.500000000000007327e-01 2.691026108310912157e-01 5.076725248220332991e-03 2.741793360793115530e-01
-9.000000000000014655e-01 2.773731329937457746e-01 5.399752387624801898e-03 2.827728853813705756e-01
-8.499999999999985345e-01 2.868366774380445294e-01 5.688268981590156176e-03 2.925249464196346683e-01
-7.999999999999992673e-01 2.943849169950683575e-01 5.746529616417676671e-03 3.001314466114860524e-01
-7.500000000000000000e-01 3.001560816074473892e-01 5.960411986562070413e-03 3.061164935940094423e-01
-7.000000000000007327e-01 3.123201830644415367e-01 6.052939386511468033e-03 3.183731224509530056e-01
-6.500000000000014655e-01 3.269944402587833809e-01 5.755138815251758383e-03 3.327495790740351289e-01
-5.999999999999985345e-01 3.285517015672484442e-01 5.770081577486959983e-03 3.343217831447354293e-01
-5.499999999999992673e-01 3.093709317055153840e-01 5.703859802299221342e-03 3.150747915078145889e-01
-5.000000000000000000e-01 3.078557652886635965e-01 5.783754110640219534e-03 3.136395193993037900e-01
-4.500000000000007327e-01 3.110804652581321550e-01 5.857658138906679524e-03 3.169381233970388623e-01
-4.000000000000014100e-01 3.135126383082325607e-01 5.645225486435060877e-03 3.191578637946675956e-01
-3.499999999999985900e-01 3.187602001587991341e-01 6.328616519147262087e-03 3.250888166779464239e-01
-2.999999999999992673e-01 3.278153661411219999e-01 6.321393238181263578e-03 3.341367593793032609e-01
-2.500000000000000000e-01 3.185214541591797066e-01 6.397222879661772395e-03 3.249186770388414747e-01
-2.000000000000007050e-01 3.158999841289464872e-01 6.617843997002163976e-03 3.225178281259486468e-01
-1.500000000000014377e-01 3.349462066262444138e-01 6.310204029898056934e-03 3.412564106561424837e-01
-9.999999999999856226e-02 3.411806001411188949e-01 6.462080658411137497e-03 3.476426807995300350e-01
-4.999999999999928113e-02 3.471221350335212952e-01 6.375382352904689597e-03 3.534975173864259856e-01
0.000000000000000000e+00 3.495691616002024049e-01 6.305783511579542318e-03 3.558749451117819707e-01
4.999999999999928113e-02 3.547404530889367025e-01 6.258227392364409079e-03 3.609986804813011263e-01
9.999999999999856226e-02 3.587545566981062972e-01 6.448421191068774705e-03 3.652029778891750511e-01
1.500000000000014377e-01 3.732078230865846780e-01 6.756627100848710751e-03 3.799644501874334113e-01
2.000000000000007050e-01 3.768987470019717345e-01 6.782893903490508011e-03 3.836816409054622512e-01
2.500000000000000000e-01 3.894249077360931177e-01 6.767051970085780424e-03 3.961919597061788756e-01
2.999999999999992673e-01 3.879084415994712431e-01 7.391824341483523714e-03 3.953002659409547426e-01
3.499999999999985900e-01 3.608619113508312326e-01 7.398318203676174966e-03 3.682602295545074345e-01
4.000000000000014100e-01 3.444344011916612436e-01 7.039130336705730351e-03 3.514735315283669670e-01
4.500000000000007327e-01 3.327811727242080964e-01 7.518001764882466242e-03 3.402991744890905834e-01
5.000000000000000000e-01 3.205806512385090401e-01 8.076386871251093474e-03 3.286570381097601579e-01
5.499999999999992673e-01 3.232305934793479607e-01 8.372375621849781346e-03 3.316029691011977421e-01
5.999999999999985345e-01 3.201203177769388897e-01 7.954780792034056233e-03 3.280750985689729338e-01
6.500000000000014655e-01 3.057786378724673959e-01 8.139726739865090974e-03 3.139183646123324678e-01
7.000000000000007327e-01 3.068302447171255554e-01 8.729805496279488194e-03 3.155600502134050522e-01
7.500000000000000000e-01 3.164475806710812522e-01 8.733092656736662907e-03 3.251806733278179151e-01
7.999999999999992673e-01 3.170810704810900216e-01 8.300365653642725536e-03 3.253814361347327488e-01
8.499999999999985345e-01 3.062156442666641443e-01 8.110963266608081645e-03 3.143266075332722398e-01
9.000000000000014655e-01 3.022253087149771034e-01 7.966673536678835557e-03 3.101919822516559511e-01
9.500000000000007327e-01 2.866190750906999485e-01 7.642618196421152241e-03 2.942616932871210955e-01
1.000000000000000000e+00 2.694121971638088198e-01 7.609962172239767217e-03 2.770221593360485679e-01
1.049999999999999378e+00 2.591073521900129628e-01 8.003427597948456831e-03 2.671107797879614387e-01
1.099999999999998535e+00 2.748862123337658114e-01 8.258895991945550477e-03 2.831451083257113810e-01
1.150000000000001465e+00 2.886185500237463120e-01 7.500427252745042392e-03 2.961189772764913353e-01
1.200000000000000622e+00 2.785495370609046839e-01 7.060635401081561194e-03 2.856101724619862225e-01
1.250000000000000000e+00 2.850867732423914003e-01 7.219484891317510221e-03 2.923062581337089183e-01
1.299999999999999378e+00 2.795436167497965529e-01 7.382916294999436989e-03 2.869265330447959839e-01
1.349999999999998535e+00 2.832332229571009052e-01 7.449562160640255289e-03 2.906827851177411493e-01
1.400000000000001465e+00 2.756651576051533103e-01 7.779593208871568924e-03 2.834447508140248706e-01
1.450000000000000622e+00 2.897750391902348399e-01 8.447448303745202364e-03 2.982224874939800596e-01
1.500000000000000000e+00 3.126499148733255518e-01 8.645469317654034397e-03 3.212953841909795827e-01
1.549999999999999378e+00 3.244712154083198574e-01 9.493760135378408530e-03 3.339649755436982503e-01
1.599999999999998535e+00 3.313385557438586204e-01 8.951119178832301834e-03 3.402896749226909101e-01
1.650000000000001465e+00 3.204262562579782148e-01 8.340362086018050791e-03 3.287666183439962864e-01
1.700000000000000622e+00 3.056031120455697248e-01 8.107987497397854335e-03 3.137110995429675531e-01
1.750000000000000000e+00 3.054803565296024814e-01 7.776517750745720083e-03 3.132568742803482076e-01
1.799999999999999378e+00 3.140247848189477442e-01 7.524264539527728175e-03 3.215490493584754472e-01
1.849999999999998535e+00 3.214141441491711881e-01 7.601593202156958079e-03 3.290157373513281636e-01
1.900000000000001465e+00 3.425101151878284789e-01 7.641482669566334457e-03 3.501515978573948029e-01
1.950000000000000622e+00 3.515026821481143093e-01 7.645351144555439550e-03 3.591480332926697550e-01
2.000000000000000000e+00 3.545458213664153813e-01 7.897925633058997669e-03 3.624437469994744032e-01
2.049999999999999378e+00 3.622646775932646945e-01 7.656188903344903623e-03 3.699208664966096016e-01
2.099999999999998757e+00 3.598801718380018055e-01 7.329937771864316297e-03 3.672101096098661088e-01
2.150000000000001243e+00 3.872977971378547823e-01 7.210484499798863398e-03 3.945082816376536683e-01
2.200000000000000622e+00 3.910176329878369827e-01 7.381108911632212367e-03 3.983987418994692220e-01
2.250000000000000000e+00 3.647807215893534294e-01 7.679621912218318434e-03 3.724603435015717556e-01
2.299999999999999378e+00 3.529781886461547113e-01 7.799708534505019053e-03 3.607778971806597235e-01
